repo_name,all_commit,one_file,c_language,is_opt_keyword,has_file,has_file_with_func,one_func,one_func_deduplicate,is_opt_llm,is_opt_final
MobuLiveLink,64,22,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MocapNET,542,313,83,1,1,1,0,文件不存在,文件不存在,文件不存在
Mockingjay_BOF,8,3,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModEngine2,213,119,51,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModJS,32,18,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModSecurity,3577,1706,865,36,35,35,18,18,18,9
Modbus,34,23,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modbus-Master-Slave-for-Arduino,50,38,24,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modbus-STM32-HAL-FreeRTOS,129,69,31,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModbusMaster,238,151,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModbusTools,182,30,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Model01-Firmware,200,193,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modern-CPP-Programming-Cookbook-Second-Edition,29,15,9,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modern-Compiler-Implementation-in-C,9,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modern-Cpp-Basics,66,29,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modern-Cpp-Programming-Cookbook,5,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modern-Cpp-templates-tutorial,217,163,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modern-OpenGL-Tutorials,61,33,21,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModernCpp,7,4,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModernCpp-ConcurrentProgramming-Tutorial,225,132,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModernFW,26138,12963,8125,350,348,348,129,129,0,0
ModernGraphicsEngineGuide,193,83,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModernLoginUI,3,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModernRoboticsCpp,63,16,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModernSmartHomeUI,2,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ModernesCppSource,390,140,130,5,2,2,1,1,1,0
Modest,283,135,83,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modul-Sisop,194,123,6,1,0,0,0,文件不存在,文件不存在,文件不存在
Modules,131,68,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Modxo,123,64,9,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Moira,902,183,95,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MojoJson,42,33,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mojoc,479,186,45,7,7,7,0,文件不存在,文件不存在,文件不存在
MollenOS,2199,326,82,3,3,3,1,1,1,0
Molten,113,44,23,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MoltenGamepad,333,81,60,3,3,3,0,文件不存在,文件不存在,文件不存在
Momentum-Apps,15480,6620,2868,75,75,75,33,11,33,2
Momentum-Firmware,13867,5862,2906,112,112,112,38,3,3,0
MonaServer,402,85,64,2,2,2,1,1,1,0
MonaServer2,784,153,96,1,1,1,0,文件不存在,文件不存在,文件不存在
MonetDB,77111,36940,13886,760,758,758,339,115,339,125
MonetDB-old,62850,30436,9655,503,501,501,226,226,2,0
Monica,42,8,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MonitorKeeper,7,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MonkOS,66,12,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MonkVG,260,104,48,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Monocular-Visual-Odometry,100,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MonocularSfM,40,25,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MonocularTotalCapture,20,9,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Monocypher,1335,880,414,44,44,44,8,8,8,6
Montage,414,196,59,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MontereyRainmeter,138,67,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Moodlite,42,28,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MoogLadders,105,52,28,1,1,1,0,文件不存在,文件不存在,文件不存在
MoonEngine,55,15,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MoonNet,31,16,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MoonOS,391,138,67,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mooncake,71,30,4,1,1,1,0,文件不存在,0,0
Moondust-Project,10892,4530,1871,52,52,52,25,25,25,8
Moonlight-Switch,151,46,17,1,1,1,0,文件不存在,文件不存在,文件不存在
MoravaEngine,1942,276,178,1,1,1,1,1,1,0
Morn,232,60,41,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MorningRope,46,31,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Morserino-32,261,87,8,3,0,0,0,文件不存在,文件不存在,文件不存在
Mosaic,663,385,152,5,5,5,2,2,2,1
Moscapsule,137,73,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mosquitto-PHP,257,159,76,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mother2GbaTranslation,905,357,33,5,5,5,2,2,2,1
Motion-Matching,30,19,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Motion-Planning-Course,65,8,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MotorMC,193,34,26,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Motorized_MQTT_Blinds,29,21,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MouClassInputInjection,13,5,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MounteaDialogueSystem,1189,330,136,1,1,1,1,1,1,0
Mouse,55,19,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mouse-Debouncer,6,3,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MouseClick,23,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MouseLikeTouchPad_I2C,254,99,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mousedroid,39,26,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Movinyl,165,124,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mozzi,1101,497,280,9,9,9,1,1,1,0
Mr-Algorithms,31,12,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MrBayes,1619,845,481,17,17,17,10,10,10,3
MrWriter,356,166,33,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MrsWatson,2054,1155,818,6,6,6,4,4,4,1
MsRdpEx,146,46,24,1,1,1,0,文件不存在,文件不存在,文件不存在
MsTimer2,9,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mshikaki,22,17,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Msnhnet,611,328,180,3,3,3,3,3,3,2
Mu,1014,164,97,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mu-Silicium,4006,3187,142,3,3,3,3,3,3,0
MuMuDVB,1558,722,566,37,37,37,14,14,14,0
Mua-Remote-Control-Trojan,171,37,24,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MuditaOS,6126,1507,849,9,9,9,2,2,2,0
Mudlet,6535,3224,1400,118,118,118,58,58,58,4
MuduoStudy,1,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MuhammaraJS,1152,517,84,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Multi-Object-Tracking,21,18,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Multi-chessboard-Corner-extraction-detection-,9,7,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiButton,73,41,25,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiCamSLAM,9,5,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiCameraPose,39,27,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiCol-SLAM,27,15,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiDump,29,18,5,1,1,1,1,1,1,0
MultiMarkdown-6,861,336,192,13,13,13,1,1,1,1
MultiNEAT,463,203,45,2,2,2,1,1,1,0
MultiObjectTrackingBasedOnColor,20,17,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiPar,398,247,15,3,3,3,0,文件不存在,文件不存在,文件不存在
MultiPotato,6,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiScanRegistration,53,37,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiThreadLearning,7,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiThreadedProxyServerClient,12,10,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiTimer,36,17,11,2,2,2,2,2,2,1
MultiUpdater,29,16,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiWeChat,5,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Multi_Fuzzer,39,18,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Multi_Sensor_Fusion,91,33,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MulticopterSim,3013,1228,676,8,8,8,4,4,4,0
Multicore-TSNE,125,81,20,1,1,1,0,文件不存在,文件不存在,文件不存在
Multilayout-ESP-Wordclock,1245,392,221,6,6,6,2,2,2,0
Multiline-Ultimate-Assembler,160,84,67,5,5,5,1,1,1,0
MultiplayerBook,11,6,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiplayerCourseBlasterGame,236,38,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiplayerCourseMenuSystem,19,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MultiplayerNetworkingResources,302,292,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Multitarget-tracker,1052,358,182,6,6,6,3,3,3,1
Multitasking-Esp32-HTTP-FTP-Telnet-servers-for-Arduino,365,245,43,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Multithreading-Cpp-Course,118,50,41,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Musa.Veil,197,100,95,2,2,2,0,文件不存在,文件不存在,文件不存在
Musashi,152,94,84,3,3,3,1,1,1,0
MuseScore,39018,15064,11588,205,205,205,127,127,127,31
MusicDownloader,89,60,21,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MusicPlayer2,2811,818,672,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Must-Do-Coding-Questions,135,17,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mustache,328,236,132,5,5,5,1,1,1,1
MutScan,259,126,69,8,8,8,6,6,6,2
Mutants_Sessions_Self-Deletion,13,12,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mutated-Mutables,348,126,101,2,2,2,1,1,1,0
MutationGate,33,32,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mutationpp,1091,517,216,7,7,7,2,2,2,0
MutiverseOdometry,8,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MxEngine,334,59,19,2,2,2,1,1,1,0
MxGPU-Virtualization,4,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
My-School-42-Piscine-Experience,40,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
My-TTGO-Watch,1455,465,312,14,14,14,3,3,3,3
MyCompetitiveProgramming,439,185,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyFlash,48,31,13,5,5,5,2,2,2,2
MyNES,21,9,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyOI,111,23,9,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyPoorWebServer,19,14,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyProject,37,10,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyPsExec,19,11,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyRobot,33,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MySQLOO,192,107,30,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MySQL_Connector_Arduino,36,24,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MySQL_Tools,21,19,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyScaleDB,111717,48287,23120,986,979,979,486,486,486,176
MySensors,2118,973,559,18,18,18,9,7,9,4
MySensorsArduinoExamples,71,53,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyShellcodeLoader,31,9,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyTestCode,255,50,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
MyTinySTL,1049,891,595,4,4,4,0,文件不存在,文件不存在,文件不存在
MyUtil,2,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
My_ROS_Robot,31,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Mypal68,177,47,14,1,1,1,1,1,1,0
MystiQ,551,365,22,1,1,1,1,1,1,0
N2D2,3084,1261,723,40,40,40,19,19,19,3
N64-RPG,40,20,2,1,1,1,1,1,1,0
N64-Tools,356,144,33,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
N64-UNFLoader,730,355,183,1,0,0,0,文件不存在,文件不存在,文件不存在
N64FlashcartMenu,251,110,36,13,13,13,4,4,4,1
N64Recomp,85,25,22,3,3,3,0,文件不存在,文件不存在,文件不存在
N64Wasm,82,37,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NANDReader_FTDI,34,5,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NASSP,11296,4224,2373,77,77,77,40,40,40,5
NBlood,14198,7078,6392,249,249,249,113,113,113,49
NC,12,3,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NCAT,44,38,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NCCL,495,397,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NCSIOverride,18,16,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NCURSES-Programming-HOWTO-examples,17,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NDEF,209,124,63,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NDK_AV_SAMPLE,14,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NDK_OpenGLES_3_0,390,230,51,10,10,10,5,5,5,0
NDSFactory,52,26,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NDTMC,23,19,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NECAT,12,10,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NEMU,2207,947,799,30,30,30,11,11,11,8
NEPS,897,455,390,17,17,17,10,10,10,1
NES-Emulator,2,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NESizer2,385,206,108,4,4,4,0,文件不存在,文件不存在,文件不存在
NEU-RSE-Courses,29,14,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NEWorld,401,66,36,1,1,1,1,1,1,0
NEXTE_Sentry_Nav,59,21,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NFD,5,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NFDriver,150,100,23,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NFHTTP,63,51,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NFIQ2,631,260,88,2,2,2,1,1,1,0
NFLlib,116,50,34,1,1,1,1,1,1,1
NFS-Rivals-Framerate-Unlocker,8,4,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NFS-XtendedInput,207,109,74,1,1,1,0,文件不存在,文件不存在,文件不存在
NFSIISE,270,160,76,6,6,6,0,文件不存在,0,0
NFSMWExOpts,48,18,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NFSU-XtendedInput,49,25,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NFSU2ExOpts,17,8,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NGD-SLAM,11,8,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NGT,221,61,11,2,2,2,0,文件不存在,文件不存在,文件不存在
NGroundStation,5,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NIM_Duilib_Framework,66,29,20,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NIM_PC_Demo,254,100,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NIM_PC_UIKit,17,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NINA,8,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NJU-ICS2021-PA,5001,1183,1119,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NJU-Review-Materials,60,22,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NMEA,23,18,7,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NMEA2000,465,173,107,4,2,2,0,文件不存在,文件不存在,文件不存在
NMPC_CASADI_CPP,8,7,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NMSSH,388,180,19,1,1,1,0,文件不存在,文件不存在,文件不存在
NNIE-lite,13,12,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NNPACK,374,216,91,16,16,16,9,9,9,3
NNUE,50,31,28,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NN_Test,143,11,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NNfSiX,343,221,31,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NOIP,74,17,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NOPaxos,11,7,4,1,1,1,1,1,1,0
NORway,82,50,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NOVA,414,100,88,2,2,2,1,1,1,0
NO_ACCESS_Protection,11,8,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NP2kai,1076,512,273,6,6,6,1,1,1,0
NPLRuntime,2459,976,704,15,15,15,7,7,7,3
NPPTextFX,2,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NPPTextFX2,60,38,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NPP_HexEdit,159,83,33,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NRD-Sample,92,24,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NRE,28,24,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NRF24_Sniffer,25,11,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NRFLite,331,199,39,8,8,8,5,5,5,2
NRI,329,125,88,2,2,2,0,文件不存在,文件不存在,文件不存在
NSIS-UI-Plugin,25,16,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NSPanelManager,1103,361,68,1,1,1,1,1,1,1
NSPanel_HA_Blueprint,3137,1807,3,0,0,0,0,文件不存在,0,0
NSudo,1138,386,136,19,19,19,11,11,11,0
NTDLLReflection,4,3,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NTLMRelay2Self,7,6,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NTOSKRNL_Emu,24,10,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NTPClient,111,67,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NTPtimeESP,45,33,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NTR,2,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NTRTsim,1612,567,233,4,4,4,2,2,2,0
NTSC-CRT,258,223,168,4,4,4,0,文件不存在,文件不存在,文件不存在
NTU-Computer-Security,4,3,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NTop,144,116,66,2,2,2,0,文件不存在,文件不存在,文件不存在
NUC9-hackintosh,31,16,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NVDrv,22,18,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NVEnc,3197,1597,1169,8,8,8,3,3,3,1
NVIDIA-Deepstream-Azure-IoT-Edge-on-a-NVIDIA-Jetson-Nano,50,32,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NVIDIAImageScaling,9,4,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NVISII,983,506,83,1,1,1,0,文件不存在,文件不存在,文件不存在
NVMeFix,148,87,40,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NVRHI,203,94,68,1,1,1,0,文件不存在,文件不存在,文件不存在
NVSE,1954,927,841,31,31,31,12,12,12,3
NVTX,448,266,104,6,6,6,0,文件不存在,文件不存在,文件不存在
NX-Activity-Log,228,50,20,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NX-FPS,114,102,48,2,2,2,1,1,1,1
NX-Shell,168,83,69,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NX-Update-Checker,67,42,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NXEngine,74,32,17,1,1,1,1,1,1,0
Nabla,12499,4322,2394,79,78,78,29,29,29,6
Naga_KeypadMapper,146,114,32,1,1,1,1,1,1,1
NaiHeQiao,45,39,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Nalu,1430,453,258,14,14,14,0,文件不存在,文件不存在,文件不存在
NamedPipeMaster,7,4,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NamedType,204,133,94,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NamelessCotrunQuad_V1.0,4,1,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NanaBox,587,281,111,14,14,14,9,9,9,1
NanaGet,331,184,59,4,4,4,1,1,1,0
NanaRun,141,86,26,2,2,2,1,1,1,0
NanaZip,887,370,116,5,5,5,1,1,1,0
NanoBoyAdvance,1504,645,376,26,26,26,16,16,16,11
NanoKVM,196,77,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NanoLog,140,49,29,10,10,10,5,5,5,2
NanoRange,772,377,285,6,6,6,0,文件不存在,文件不存在,文件不存在
NanoSDK,2470,1130,861,14,14,14,2,2,2,1
NanoShellOS,896,245,184,11,11,11,4,4,4,1
NanoSockets,99,89,17,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NanoTrack,6,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NanoVNA,436,190,138,9,9,9,3,3,3,2
NanoVNA-D,1066,507,425,29,29,29,6,3,3,3
NanoVNA-F,88,41,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NanoVNA-H,76,34,17,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NanoVNA-QT,56,36,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NanoVNA2-firmware,428,203,153,8,8,8,4,4,4,1
Nanosaur,741,276,224,2,2,2,2,2,2,1
Narthex,89,59,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Narxim-GAS-Example,115,69,12,1,1,1,0,文件不存在,文件不存在,文件不存在
NasNas,569,159,92,6,6,6,3,3,3,2
NativeAudioPlugins,44,16,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NativeDetector,28,17,12,1,1,1,0,文件不存在,文件不存在,文件不存在
NativeDialogs,72,24,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NativeFX,175,106,13,3,3,3,3,3,3,1
NativeJIT,360,112,45,1,1,1,1,1,1,0
NativeLinux,40,34,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NativeRenderingPlugin,145,64,28,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NativeShell,36,19,9,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
Native_SDK,74,29,11,1,1,1,1,1,1,0
Natron,14605,5998,3786,50,49,49,23,23,23,6
NaturalVoiceSAPIAdapter,163,65,48,2,2,2,1,1,1,0
NauEditorPublic,8,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
NauEnginePublic,11,5,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
