repo_name,all_commit,one_file,c_language,is_opt_keyword,has_file,has_file_with_func,one_func,one_func_deduplicate,is_opt_llm,is_opt_final
moose,53480,15717,7303,207,206,206,4,4,4,1
moosefs,667,119,75,2,2,2,1,1,1,1
moreram,28,26,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
morphologica,4028,2174,1540,33,33,33,12,12,12,6
morris-worm,1,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
morse,4356,2466,31,2,2,2,0,文件不存在,文件不存在,文件不存在
morton,2,1,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mos,380,68,22,1,1,1,0,文件不存在,文件不存在,文件不存在
mos6502,43,25,16,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
moses,16698,7482,3660,230,226,226,91,91,91,28
mosh,1451,762,400,14,14,14,7,7,7,2
mosh-chrome,273,132,44,6,6,6,3,3,3,0
mosquitto,3046,1177,681,5,5,5,3,3,3,0
moteus,1479,844,293,20,20,20,5,5,5,0
mothur,3383,968,781,28,28,28,17,17,17,2
motion,2301,1021,708,19,19,19,9,9,9,2
motion-effect,60,34,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
motion_planning,117,35,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
motion_primitive_library,192,43,25,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
motionplus,791,344,277,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
motis,477,154,71,6,6,6,5,5,5,0
motoman,889,286,94,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
motorcontrol,77,5,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
motoros2,512,355,172,2,2,2,1,1,1,0
moulitest,972,494,295,5,5,5,1,1,1,0
mount-zip,677,328,178,3,3,3,2,2,2,1
mouse_m908,315,132,37,2,2,2,2,2,2,0
mousepad,1673,1296,109,2,2,2,1,1,1,0
mouton,129,51,2,1,1,1,0,文件不存在,文件不存在,文件不存在
move_base_flex,402,127,78,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
moveit,8033,3185,2072,118,118,118,60,60,60,11
moveit2,9384,3694,2294,125,125,125,65,11,11,4
moveit_calibration,120,62,34,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
moveit_task_constructor,1408,510,405,18,18,18,9,9,9,2
moveit_visual_tools,392,184,79,5,5,5,5,5,5,2
movfuscator,44,25,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
movian,10083,5900,4471,133,133,133,53,53,53,10
moviecart,278,174,27,5,5,5,3,3,3,3
movienet-tools,91,32,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mozc,4443,1177,386,3,3,3,0,文件不存在,文件不存在,文件不存在
mozilla-vpn-client,6306,2625,547,12,12,12,9,9,9,2
mozjpeg,4653,2289,805,110,110,110,40,40,40,9
mp,6407,3132,1471,36,36,36,21,21,21,1
mp-flipper,126,32,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mp-units,4065,2247,1246,38,38,38,5,5,5,1
mp11,853,442,161,7,7,7,1,1,1,1
mp2p_icp,639,277,164,2,2,2,1,1,1,1
mp3fs,397,201,108,9,9,9,2,2,2,0
mp4-h264,35,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mp4-wasm,18,4,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mp4fpsmod,102,47,24,1,1,1,0,文件不存在,0,0
mp4grep,188,96,5,1,0,0,0,文件不存在,文件不存在,文件不存在
mp4v2,483,209,150,14,14,14,11,11,11,0
mpack,707,242,150,14,14,14,4,4,4,3
mpb,1153,756,221,7,7,7,3,3,3,1
mpc,247,134,69,4,4,4,0,文件不存在,文件不存在,文件不存在
mpc-hc,10181,3953,2320,104,104,104,54,54,54,10
mpc-lib,72,27,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpc-qt,1950,892,552,12,12,12,9,9,9,2
mpc_local_planner,53,29,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpc_planner,252,81,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpc_ros,146,69,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpd_oled,98,47,20,2,2,2,1,1,1,0
mpdas,211,175,98,1,1,1,1,1,1,0
mpdscribble,988,600,469,8,8,8,1,1,1,0
mpeg-pcc-tmc13,987,340,256,13,13,13,4,4,4,0
mpeg-pcc-tmc2,794,139,87,2,2,2,1,1,1,0
mperf,7,2,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpi-benchmarks,409,176,137,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpich,20404,10317,6553,346,344,344,161,161,161,61
mpifileutils,1915,1018,664,14,14,14,2,2,2,0
mpitutorial,288,173,17,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpl,393,174,147,13,12,12,0,文件不存在,文件不存在,文件不存在
mpl_ros,329,81,21,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mplcairo,684,282,90,7,7,7,5,5,5,1
mpm,2900,929,333,7,7,7,6,6,6,0
mpp,3829,1742,1599,61,61,61,25,25,25,12
mppic,493,147,91,2,2,2,1,1,1,1
mppp,3466,1577,810,24,24,24,9,9,9,2
mpr,520,270,88,2,2,2,1,1,1,1
mpris-scrobbler,1092,627,457,15,15,15,7,7,7,0
mps,7826,4624,2669,60,60,60,7,7,7,2
mptcp,899977,549297,484899,28073,28001,28001,11756,501,292,64
mptcp_net-next,1337300,818219,705103,45361,45258,45258,17917,44,44,9
mptcpd,205,85,43,2,2,2,0,文件不存在,文件不存在,文件不存在
mpu6050,52,12,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpu9250,48,13,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpv,53511,37275,22248,908,902,902,314,314,314,91
mpv-examples,39,17,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpv-menu-plugin,116,70,21,1,1,1,1,1,1,0
mpv-mpris,81,69,43,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpv.js,180,146,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mpvpaper,111,83,63,4,4,4,1,1,1,0
mpw,639,350,265,4,4,4,2,2,2,0
mpython,1018,560,34,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mqt-ddsim,766,479,63,2,2,2,1,1,1,1
mqt-qmap,1375,782,205,7,7,7,3,3,3,3
mqtt-ir-transceiver,50,29,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mqtt-sn-tools,280,152,65,2,2,2,1,1,1,0
mqtt-utilities-unreal,60,36,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mqtt5,190,27,18,2,2,2,1,1,1,0
mqtt_client,234,99,38,7,7,7,6,6,6,2
mqtt_cpp,1552,772,586,36,36,36,12,12,12,1
mqttclient,183,70,45,1,1,1,0,文件不存在,文件不存在,文件不存在
mr-library,775,289,210,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mraa,1840,1084,712,12,12,12,2,2,2,0
mrab-regex,448,60,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mrayGStreamerUnity,111,38,13,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mrboom-libretro,479,203,81,2,2,2,0,文件不存在,文件不存在,文件不存在
mri,312,132,76,2,2,2,1,1,1,1
mrmc,38034,20585,14560,325,323,323,205,13,13,2
mroonga,8212,4608,1147,27,27,27,18,18,18,5
mros2,364,226,104,2,2,2,0,文件不存在,文件不存在,文件不存在
mrpt,9804,3471,2146,39,38,38,16,16,16,7
mrpt_navigation,826,300,142,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mrpt_slam,339,80,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mrsh,630,301,224,4,4,4,0,文件不存在,文件不存在,文件不存在
mrsl_quadrotor,124,39,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mrtrix3,10689,5110,2988,124,118,118,58,58,58,21
mruby,16586,11281,7196,237,237,237,119,119,119,75
mrubyc,1845,798,630,26,26,26,8,8,8,1
mrustc,5761,3288,2653,50,50,50,16,16,16,9
mrv2,7007,2934,858,23,23,23,13,13,13,7
ms-compress,183,96,61,6,6,6,1,1,1,0
ms-tpm-20-ref,216,92,62,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
ms-van3t,251,71,19,1,1,1,0,文件不存在,文件不存在,文件不存在
msccl,399,193,79,2,2,2,0,文件不存在,文件不存在,文件不存在
mscclpp,719,208,106,3,3,3,1,1,1,0
msckf_mono,37,18,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msckf_vio,35,22,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mscp,406,196,77,1,1,1,0,文件不存在,文件不存在,文件不存在
mscsim,274,57,19,1,1,1,0,文件不存在,文件不存在,文件不存在
msd_lite,24,6,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msdf-atlas-gen,50,9,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msdfgen,132,51,28,2,2,2,0,文件不存在,文件不存在,文件不存在
msdfgl,151,95,38,2,2,2,1,1,1,1
msf_gif,6,4,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msgpack-tools,100,45,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msgpack11,96,60,19,3,3,3,0,文件不存在,文件不存在,文件不存在
msgq,1011,801,55,1,1,1,0,文件不存在,文件不存在,文件不存在
msi-ec,411,280,166,2,2,2,0,文件不存在,0,0
msi-search,30,29,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msieve,163,77,59,4,4,4,2,2,2,1
msisensor,109,69,14,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msisensor-pro,179,119,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msix-packaging,1089,345,160,3,3,3,0,文件不存在,文件不存在,文件不存在
msl,1266,402,40,2,2,2,0,文件不存在,文件不存在,文件不存在
msmtp,879,445,182,16,16,16,9,9,9,0
msoffice,66,32,15,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msolve,2187,1236,1015,28,28,28,6,6,6,3
msp-osd,226,124,26,1,1,1,0,文件不存在,文件不存在,文件不存在
mspdebug,840,457,379,1,1,1,0,文件不存在,文件不存在,文件不存在
msprf24,65,48,30,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msquic,3145,1335,396,21,21,21,6,6,6,4
msr-tools,25,14,10,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msrc,140,69,48,2,2,2,2,2,2,1
mstch,206,121,30,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mstflint,2639,1253,721,7,7,7,2,2,2,0
mstpd,264,167,72,1,1,1,0,文件不存在,文件不存在,文件不存在
msu_cpp_lectures,92,66,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
msys2-runtime,21739,4252,2495,133,130,130,50,6,6,2
mt-kahypar,3789,1672,1367,61,60,60,29,29,29,12
mt32-pi,537,251,73,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mt76,4197,1974,1946,99,99,99,67,67,67,31
mt7601u-ap,163,79,48,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mt7610u_wifi_sta_v3002_dpo_20130916,36,20,11,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mtPaint,421,1,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mtasa-blue,9813,4189,3052,77,77,77,38,38,38,6
mtcnn_facenet_cpp_tensorRT,23,7,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mtcp,384,146,77,2,2,2,1,1,1,1
mtensor,463,137,28,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mtgbmcode,8,5,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mtkernel_3,67,5,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mtm,413,335,220,3,3,3,0,文件不存在,文件不存在,文件不存在
mtp-server-nx,18,11,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mtr,795,455,323,10,10,10,5,5,5,1
mtwister,8,5,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mu,7398,4587,1294,89,89,89,26,26,26,4
muSSP,40,23,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mu_andromeda_platforms,2279,1617,172,4,4,4,2,2,2,1
mu_basecore,33094,16449,10112,476,474,474,188,11,11,0
mu_event,65,35,4,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mu_plus,1140,448,204,40,40,40,22,22,22,0
mucom88,77,21,4,0,0,0,0,文件不存在,0,0
mud,528,165,107,2,2,2,1,1,1,0
muda,396,101,35,9,9,9,2,2,2,0
muduo,798,291,204,8,8,8,3,3,3,0
muduo_cpp11,26,22,8,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
muduo_server_learn,13,9,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
muduo_study,93,31,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
muffin,1310,715,528,16,16,16,6,6,6,3
mujoco_mpc,1554,488,237,12,12,12,10,10,10,2
mujs,762,408,355,17,17,17,7,7,7,4
mull,1985,576,282,14,14,14,5,5,5,0
mulle-concurrent,154,41,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
mulle-objc-runtime,314,78,18,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multi-delogo,513,99,60,4,4,4,2,2,2,1
multi-modal-loam,10,2,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multi-party-sig-cpp,31,4,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multi-sdr-gps-sim,35,23,19,1,1,1,1,1,1,0
multi-threading,657,246,113,10,8,8,6,6,6,0
multi_robot_traj_planner,23,15,1,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multi_sensor_calibration,32,11,6,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multi_uav_simulator,65,32,4,1,0,0,0,文件不存在,文件不存在,文件不存在
multical,222,108,24,6,6,6,4,4,4,1
multicam_calibration,83,35,18,3,3,3,2,2,2,0
multicast_bytecopy,1,0,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multichain,1454,595,532,8,8,8,3,3,3,1
multichase,86,52,37,3,3,3,1,1,1,1
multidim-image-augmentation,27,13,2,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multimon-ng,371,251,194,6,6,6,1,1,1,0
multipart-parser-c,37,28,17,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multipass,9317,5332,4137,129,129,129,90,90,90,2
multiplayer,8,7,0,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multiple-cameras-and-3D-LiDARs-extrinsic-calibration,58,13,5,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multiple-object-tracking-lidar,38,30,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multiplier,619,193,114,6,6,6,2,2,2,1
multiply_test,162,78,3,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multiprecision,2417,1073,875,199,196,196,59,59,59,12
multipy,155,62,21,2,2,2,1,1,1,0
multirun,245,202,35,4,4,4,0,文件不存在,文件不存在,文件不存在
multitail,239,146,47,0,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在,文件不存在
multitime,119,88,49,1,1,1,0,文件不存在,文件不存在,文件不存在
multivnc,2038,1267,302,6,6,6,2,2,2,0
multiwii-firmware,773,346,138,4,4,4,1,1,1,1
mum-hash,90,42,20,1,1,1,0,文件不存在,文件不存在,文件不存在
mumble,10963,5916,2993,70,70,70,25,25,25,5
mummer,340,146,36,2,2,2,0,文件不存在,文件不存在,文件不存在
